Doc ID,Country,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Notes,Matched health keywords,Health keyword categories
regulation-eu-2024-795-establishing-the-strategic-technologies-for-europe-platform-step_d18d,European Union,2021.0,Adaptation;Mitigation,1,1,0,,,
directive-1999-94-ec-relating-to-the-availability-of-consumer-information-on-fuel-economy-and-co2-emissions-in-respect-of-the-marketing-of-new-passenger-cars_1522,European Union,1999.0,Mitigation,1,1,0,,,
directive-eu-2016-2284-on-the-reduction-of-national-emissions-of-certain-atmospheric-pollutants-amending-directive-2003-35-ec-and-repealing-directive-2001-81-ec-consolidated-text_150b,European Union,2016.0,Mitigation,1,1,0,,,
regulation-eu-no-174-2013-of-the-european-parliament-and-of-the-council-of-5-february-2013-amending-regulation-ec-no-106-2008_81d3,European Union,2008.0,Mitigation,1,1,0,,,
regulation-eu-no-106-2008-on-a-community-energy-efficiency-labelling-programme-for-office-equipment-consolidated-text_6563,European Union,2008.0,Mitigation,1,1,0,,,
directive-1999-94-ec-relating-to-the-availability-of-consumer-information-on-fuel-economy-and-co2-emissions-in-respect-of-the-marketing-of-new-passenger-cars-consolidated-text_01da,European Union,1999.0,Mitigation,1,1,0,,,
regulation-ec-no-1137-2008_c95b,European Union,1999.0,Mitigation,1,1,0,,,
regulation-ec-no-1882-2003_31f9,European Union,1999.0,Mitigation,1,1,0,,,
commission-directive-2003-73-ec-amending-annex-iii-to-directive-1999-94-ec_0eee,European Union,1999.0,Mitigation,1,0,0,,,
commission-delegated-regulation-eu-2024-3214_cf83,European Union,2015.0,Mitigation,1,1,0,,,
commission-delegated-regulation-eu-2023-2776_1f19,European Union,2015.0,Mitigation,1,1,0,,,
directive-eu-2025-794-amending-directives-eu-2022-2464-and-eu-2024-1760-on-the-dates-from-which-member-states-are-to-apply-certain-corporate-sustainability-reporting-and-due-diligence-requirements_8d1d,European Union,2024.0,Mitigation,1,0,0,,,
regulation-eu-2024-1157-on-shipments-of-waste_3b9c,European Union,2024.0,Mitigation,1,1,0,,,
regulation-eu-2024-1157-on-shipments-of-waste-consolidated-text_1691,European Union,2024.0,Mitigation,1,1,0,,,
eu-regulation-2019-2088-on-sustainability-related-disclosures-in-the-financial-services-sector-consolidated-text_50aa,European Union,2019.0,Mitigation,1,1,0,,,
regulation-eu-2023-2869_73bf,European Union,2019.0,Mitigation,1,0,0,,,
regulation-eu-2019-2088-on-sustainability-related-disclosures-in-the-financial-services-sector_100e,European Union,2019.0,Mitigation,1,1,0,,,
directive-eu-2019-1161_3f6c,European Union,2009.0,Mitigation,1,1,0,,,
decision-eu-2024-1254_9994,European Union,2009.0,Mitigation,1,1,0,,,
directive-2009-33-ec-on-the-promotion-of-clean-road-transport-vehicles-in-support-of-low-emission-mobility-initial-text_123c,European Union,2009.0,Mitigation,1,1,0,,,
regulation-eu-2023-2405-on-ensuring-a-level-playing-field-for-sustainable-air-transport-refueleu-aviation-regulation_754b,European Union,2023.0,Mitigation,1,1,0,,,
directive-eu-2023-2413-amending-directive-eu-2018-2001-as-regards-the-promotion-of-energy-from-renewable-sources_b581,European Union,2018.0,Mitigation,1,1,0,,,
directive-eu-2018-850-amending-council-directive-1999-31-ec-on-the-landfill-of-waste_3ea2,European Union,1999.0,Mitigation,1,1,0,,,
directive-eu-2024-1785-amending-council-directive-1999-31-ec-on-the-landfill-of-waste_7402,European Union,1999.0,Mitigation,1,1,0,,,
regulation-eu-2023-1805-on-the-use-of-renewable-and-low-carbon-fuels-in-maritime-transport-and-amending-directive-2009-16-ec-fueleu-maritime-regulation_f2c3,European Union,2023.0,Mitigation,1,1,0,,,
regulation-eu-2024-1781-ecodesign-for-sustainable-products-regulation_5583,European Union,2024.0,Mitigation;Adaptation,1,1,0,,,
regulation-eu-2024-1781-ecodesign-for-sustainable-products-regulation_5205,European Union,2009.0,Mitigation,1,1,0,,,
directive-2009-125-ec-establishing-a-framework-for-the-setting-of-ecodesign-requirements-for-energy-related-products-ecodesign-directive_0961,European Union,2009.0,Mitigation,1,1,0,,,
regulation-eu-2018-842-of-the-european-parliament-and-of-the-council-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-contributing-to-climate-action-to-meet-commitments-under-the-paris-agreement-effort-sharing-regulation-or-esr-consolidated-text_5633,European Union,2018.0,Mitigation,1,1,0,,,
regulation-eu-2018-842-of-the-european-parliament-and-of-the-council-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-contributing-to-climate-action-to-meet-commitments-under-the-paris-agreement-effort-sharing-regulation-or-esr_f91e,European Union,2018.0,Mitigation,1,1,0,,,
regulation-eu-2023-1115-on-deforestation-free-products-eudr-consolidated-text_a7be,European Union,2023.0,Mitigation,1,1,0,,,
directive-eu-2024-825-on-empowering-consumers-for-the-green-transition_7aeb,European Union,2024.0,Mitigation,1,1,0,,,
directive-eu-2024-3019-concerning-urban-wastewater-treatment_31bb,European Union,2024.0,Mitigation,1,1,0,,,
commission-delegated-regulation-eu-2025-1045-amending-regulation-eu-2019-1242-as-regards-the-addition-of-vehicle-sub-groups-for-extra-heavy-combination-lorries_fe5c,European Union,2019.0,Mitigation,1,0,0,,,
council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027_b481,European Union,2020.0,Mitigation;Adaptation,1,1,0,,,
council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027-consolidated-text_a1e1,European Union,2020.0,Mitigation;Adaptation,1,1,0,,,
council-regulation-eu-euratom-2022-2496-amending-regulation-eu-euratom-2020-2093_7956,European Union,2020.0,Mitigation;Adaptation,1,0,0,,,
directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_a189,European Union,2009.0,Mitigation,1,1,0,,,
directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive-consolidated-text_152f,European Union,2009.0,Mitigation,1,1,0,,,
regulation-eu-2018-1999-governance-regulation_71e1,European Union,2009.0,Mitigation,1,1,0,,,
directive-2011-92-eu_fbca,European Union,2009.0,Mitigation,1,1,0,,,
decision-eu-2018-853_21bc,European Union,2009.0,Mitigation,1,1,0,,,
regulation-2021-2117-laying-down-measures-for-agricultural-markets-and-products_70be,European Union,2021.0,Adaptation;Mitigation,1,1,0,,,
regulation-2021-2116-on-the-financing-management-and-monitoring-of-the-common-agricultural-policy_fff1,European Union,2021.0,Adaptation;Mitigation,1,1,0,,,
regulation-2021-2116-on-the-financing-management-and-monitoring-of-the-common-agricultural-policy-consolidated-text_7701,European Union,2021.0,Adaptation;Mitigation,1,1,0,,,
regulation-eu-2024-1468-amending-regulations-eu-2021-2115-and-eu-2021-2116-as-regards-good-agricultural-and-environmental-condition-standards-schemes-for-climate-environment_3e7b,European Union,2021.0,Adaptation;Mitigation,1,1,0,,,
regulation-eu-2024-1468-as-regards-good-agricultural-and-environmental-condition-standards-schemes-for-climate-environment-and-animal-welfare_ded2,European Union,2021.0,Mitigation,1,1,0,,,
regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_aa4b,European Union,2021.0,Mitigation,1,1,1,,,
regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd-consolidated-text_502c,European Union,2021.0,Mitigation,1,1,1,,,
law-no-003-2011-on-the-forest-code-in-burkina-faso_d690,Burkina Faso,2011.0,Mitigation,1,1,0,,,
law-no-2025-528-of-25-june-2025-on-combating-climate-change_e8f0,Côte d'Ivoire,2025.0,Mitigation;Adaptation,1,0,0,,,
law-no-2023-902-of-23-november-2023-establishing-the-water-code_75f0,Côte d'Ivoire,2023.0,Adaptation,1,1,0,,,
regulation-ec-no-106-2008-on-a-community-energy-efficiency-labelling-programme-for-office-equipment_14f9,European Union,2008.0,Mitigation,1,1,0,,,
directive-eu-2023-2413-amending-as-regards-the-promotion-of-energy-from-renewable-sources_fc66,European Union,2018.0,Adaptation;Mitigation,1,1,0,,,
regulation-eu-2024-3242-amending-regulation-eu-2020-2220-as-regards-specific-measures-under-the-european-agricultural-fund-for-rural-development-to-provide-additional-assistance-to-member-states-affected-by-natural-disasters_2a08,European Union,2020.0,Adaptation;Mitigation,1,1,0,,,
regulation-eu-2025-40-on-packaging-and-packaging-waste_89fb,European Union,2024.0,Mitigation,1,1,0,,,
decision-eu-2019-504_272a,European Union,2018.0,Adaptation;Mitigation,1,0,0,,,
directive-eu-2018-2001-of-the-european-parliament-and-of-the-council-of-11-december-2018-on-the-promotion-of-the-use-of-energy-from-renewable-sources-consolidated-text_84b5,European Union,2018.0,Mitigation,1,1,0,,,
regulation-eu-2024-1679-on-guidelines-for-the-development-of-the-trans-european-transport-network_fb14,European Union,2024.0,Mitigation;Adaptation,1,1,0,,,
directive-eu-2024-1711_0dce,European Union,2019.0,Mitigation,1,1,0,,,
regulation-eu-2023-1804-on-the-deployment-of-alternative-fuels-infrastructure-consolidated-text_1c6c,European Union,2023.0,Mitigation,1,1,0,,,
commission-delegated-regulation-eu-2023-1184-supplementing-directive-eu-2018-2001-of-the-european-parliament-and-of-the-council-by-establishing-a-union-methodology-setting-out-detailed-rules-for-the-production-of-renewable-liquid-and-gaseous-transport-fuels-of-non-biological-origin_ec79,European Union,2018.0,Mitigation,1,1,0,,,
directive-2019-944-on-common-rules-for-the-internal-market-for-electricity-consolidated-text_c102,European Union,2019.0,Mitigation,1,1,0,,,
regulation-eu-2022-869_fbd4,European Union,2019.0,Mitigation,1,1,0,,,
regulation-eu-2023-1804-on-the-deployment-of-alternative-fuels-infrastructure_a349,European Union,2023.0,Mitigation,1,1,0,,,
regulation-eu-2020-2220-laying-down-certain-transitional-provisions-of-support-from-the-european-agricultural-fund-for-rural-development-eafrd-the-european-agricultural-guarantee-fund-eagf-in-the-years-2021-and-2022-consolidated-text_76bf,European Union,2020.0,Adaptation;Mitigation,1,1,0,,,
regulation-eu-2020-2220-laying-down-certain-transitional-provisions-of-support-from-the-european-agricultural-fund-for-rural-development-eafrd-the-european-agricultural-guarantee-fund-eagf-in-the-years-2021-and-2022_9765,European Union,2020.0,Adaptation;Mitigation,1,1,0,,,
directive-eu-2025-1892_bf7a,European Union,2008.0,Mitigation,1,1,0,,,
directive-eu-2018-851_b6b7,European Union,2008.0,Mitigation,1,1,1,,,
regulation-eu-2023-1542_5087,European Union,2008.0,Mitigation,1,1,0,,,
commission-regulation-eu-no-1357-2014_cc0a,European Union,2008.0,Mitigation,1,1,0,,,
council-regulation-eu-2017-997_d493,European Union,2008.0,Mitigation,1,0,0,,,
commission-directive-eu-2015-1127_928c,European Union,2008.0,Mitigation,1,0,0,,,
directive-2008-98-ec-waste-framework-directive-initial-text_b0d0,European Union,2008.0,Mitigation,1,1,0,,,
commission-delegated-regulation-eu-2019-807-supplementing-directive-eu-2018-2001-as-regards-the-determination-of-high-indirect-land-use-change-risk-feedstock-for-which-a-significant-expansion-of-the-production-area-into-land-with-high-carbon-stock-is-observed-and-the-certification-of-low-indirect-land-use-change-risk-biofuels-bioliquids-and-biomass-fuels_c4c5,European Union,2018.0,Mitigation,1,1,0,,,
regulation-2018-1999-on-the-governance-of-the-energy-union-and-climate-action-initial-text_3c21,European Union,2018.0,Adaptation;Mitigation,1,1,0,,,
directive-2019-944-on-common-rules-for-the-internal-market-for-electricity-initial-text_81bb,European Union,2019.0,Mitigation,1,1,0,,,
regulation-eu-2023-435-amending-regulation-eu-2021-241-as-regards-repowereu-chapters-in-recovery-and-resilience-plans_eae7,European Union,2021.0,Mitigation,1,1,0,,,
regulation-eu-2024-795_8767,European Union,2021.0,Mitigation,1,1,0,,,
directive-eu-2025-794-amending-directive-eu-2022-2464_e2f8,European Union,2022.0,Adaptation;Mitigation,1,0,0,,,
directive-eu-2022-2464-corporate-sustainability-reporting-directive-consolidated-text_73b1,European Union,2022.0,Adaptation;Mitigation,1,1,0,,,
law-no-9-531-of-september-15-2010_2398,Brazil,2010.0,Mitigation,1,1,0,,,
law-no-9-336-of-31-january-2011_4fb2,Brazil,2011.0,Mitigation,1,1,0,,,
law-no-13-594-of-december-30-2010_6b3e,Brazil,2020.0,Mitigation,1,1,0,,,
law-no-5690-of-14-april-2010_5849,Brazil,2010.0,Mitigation,1,0,0,,,
law-on-disaster-risk-management_393e,Comoros,2024.0,Disaster Risk Management,1,0,0,,,
law-no-3-135-of-june-05-2007_d3c2,Brazil,2007.0,Mitigation,1,0,0,,,
law-no-13798-of-november-9-2009_f3ee,Brazil,2009.0,Mitigation,1,1,0,,,
law-no-16497-of-february-10-2009_47c4,Brazil,2009.0,Mitigation,1,0,0,,,
regulation-eu-2020-852-on-the-establishment-of-a-framework-to-facilitate-sustainable-investment-taxonomy-regulation_e81c,European Union,2020.0,Adaptation;Mitigation,1,1,0,,,
regulation-eu-2021-241-of-the-european-parliament-and-of-the-council-of-12-february-2021-consolidated-text_ad2b,European Union,2021.0,Mitigation,1,1,1,,,
directive-eu-2022-2464-amending-regulation-eu-no-537-2014-directive-2004-109-ec-directive-2006-43-ec-and-directive-2013-34-eu-as-regards-corporate-sustainability-reporting-corporate-sustainability-reporting-directive_9786,European Union,2022.0,Adaptation;Mitigation,1,1,0,,,
directive-eu-2023-1791-on-energy-efficiency-and-amending-regulation-eu-2023-955-recast_e707,European Union,2023.0,Mitigation;Adaptation,1,1,0,,,
future-made-in-australia-guarantee-of-origin-act-2024_43f4,Australia,2024.0,Mitigation,1,1,0,,,
net-zero-economy-authority-act-2024_5a09,Australia,2024.0,Mitigation,1,1,0,,,
national-greenhouse-and-energy-act-2007_1bee,Australia,2007.0,Mitigation,1,1,0,,,
higher-education-support-act-2003_3cac,Australia,2003.0,,1,1,1,,,
carbon-credits-carbon-farming-initiative-act-2011_0502,Australia,2011.0,Mitigation,1,1,0,,,
regulations-on-quota-obligation-and-trading-in-quotas-for-greenhouse-gas-emissions-climate-quota-regulations_3f4b,Norway,2004.0,Mitigation,1,1,0,,,
public-procurement-regulations_5f0d,Norway,2016.0,Mitigation,1,1,0,,,
public-procurement-act-2016_8a17,Norway,2016.0,Mitigation,1,1,0,,,
forest-act-2009_2c90,Guyana,2010.0,Mitigation,1,0,0,,,
law-no-3-128-of-october-22-2024_2dcb,Brazil,2024.0,Mitigation,1,1,0,,,
law-no-4437-of-december-17-2018_d118,Brazil,2018.0,Mitigation,1,1,0,,,
law-no-12-050-of-january-07-2011_51ca,Brazil,2011.0,Mitigation,1,1,1,,,
disaster-risk-management-act-2023-act-no-27_f24a,Malawi,2023.0,Disaster Risk Management,1,1,0,,,
law-no-4797-of-march-06-2012_bd12,Brazil,2012.0,Mitigation,1,1,0,,,
law-no-17133-of-april-25-2012_c1fa,Brazil,2012.0,Mitigation,1,1,0,,,
law-no-582-of-13-01-2017_abee,Brazil,2007.0,Mitigation,1,1,1,,,
law-no-16-146-of-14-12-16-d-o-15-12-16_a824,Brazil,2016.0,Mitigation,1,1,0,,,
law-no-1917-of-17-april-2008_9f71,Brazil,2008.0,Mitigation,1,1,0,,,
act-no-9364-of-january-5-2024_5a1f,Brazil,2024.0,Mitigation,1,1,1,,,
law-no-14-090-of-june-17-2010_c80f,Brazil,2010.0,Mitigation,1,1,1,,,
law-no-9048-of-29-april-2020_777a,Brazil,2020.0,Mitigation,1,1,0,,,
law-no-12301-of-june-11-2024_cf9c,Brazil,2024.0,Mitigation,1,1,0,,,
law-no-4555-of-july-15-2014_7751,Brazil,2014.0,Mitigation,1,1,0,,,
law-no-14-829-of-august-11-2009_5e29,Brazil,2009.0,Mitigation,1,1,0,,,
law-no-9-304-of-july-5-2024_b78b,Brazil,2024.0,Mitigation,1,1,0,,,
law-no-2-308-of-october-22-2010_5249,Brazil,2010.0,Mitigation;Adaptation,1,1,0,,,
law-on-renewable-energy-resources_b153,Lithuania,2011.0,Mitigation,1,1,1,,,
law-of-the-republic-of-lithuania-on-alternative-fuels_e4c9,Lithuania,2021.0,Mitigation,1,1,0,,,
law-no-xi-329_7c55,Lithuania,2009.0,Mitigation,1,1,0,,,
law-no-07-018-establishing-the-environmental-code-of-the-central-african-republic_4d71,Central African Republic,2007.0,Mitigation,1,1,0,,,
unfair-competition-act_6e5e,Switzerland,1986.0,Mitigation,1,0,1,,,
unfair-competition-act_7f46,Switzerland,1986.0,Mitigation,1,0,0,,,
resource-management-national-environmental-standards-for-greenhouse-gas-emissions-from-industrial-process-heat-regulations-2023_c205,New Zealand,2023.0,Mitigation,1,1,0,,,
national-environmental-battery-control-regulations-2024_58d7,Nigeria,2024.0,Mitigation,1,0,0,,,
great-british-energy-act-2025_64b9,United Kingdom,2025.0,Mitigation,1,0,0,,,
planli-alanlar-imar-yonetmeliginde-degisiklik-yapilmasina-dair-yonetmelik_c458,Türkiye,2022.0,Mitigation,1,0,0,,,
peraturan-presiden-republik-indonesia-nomor-96-tahun-2024-tentang-cadangan-penyangga-energi-dengan-rahmat-tuhan-yang-maha-esa-presiden-republik-indonesia_4176,Indonesia,2024.0,Mitigation,1,0,0,,,
community-forest-act-b-e-2562_de59,Thailand,2019.0,Adaptation,1,0,0,,,
law-no-282-2023-on-the-energy-performance-of-buildings_69a5,Moldova,2023.0,Mitigation;Adaptation,1,1,0,,,
law-34-2018-promoting-the-use-of-energy-from-renewable-sources_d69b,Moldova,2016.0,Mitigation,1,1,0,,,
decree-10247-07_4264,Paraguay,2006.0,Adaptation;Mitigation,1,1,0,,,
organic-law-on-energy-competitiveness_a3b1,Ecuador,2024.0,Mitigation;Adaptation,1,1,0,,,
organic-law-on-comprehensive-disaster-risk-management_1584,Ecuador,2024.0,Disaster Risk Management,1,1,1,,,
law-no-78-2017-ratifying-the-paris-agreement_8ede,Moldova,2017.0,Mitigation;Adaptation,1,1,0,,,
law-no-368-2023-on-hydrological-and-meteorological-activity_0359,Moldova,2023.0,Mitigation;Adaptation,1,1,0,,,
law-no-43-2023-on-fluorinated-greenhouse-gases_b832,Moldova,2023.0,Mitigation,1,1,0,,,
law-on-transport-biofuels-html-consolidated-text-of-the-law_6d40,Croatia,2009.0,Mitigation,1,1,0,,,
act-on-exploration-and-exploitation-of-hydrocarbons_0048,Croatia,2013.0,Mitigation,1,1,0,,,
lei-no-14-993-de-8-de-outubro-de-2024_5844,Brazil,2024.0,Mitigation,1,1,0,,,
law-6925-22-on-the-promotion-of-the-electric-transportation_de42,Paraguay,2022.0,Mitigation,1,0,0,,,
decree-1269-2019_f7b3,Paraguay,2014.0,Mitigation,1,1,1,,,
law-5681-2016-approved-the-paris-agreement_0b14,Paraguay,2016.0,Mitigation,1,0,0,,,
law-1447-99-approving-the-kyoto-protocol_e1ac,Paraguay,1999.0,Mitigation;Adaptation,1,0,0,,,
law-3163-07-amending-law-2748-05_9b62,Paraguay,2005.0,Mitigation,1,0,0,,,
law-6389-2019-establishing-the-sustainable-production-and-mandatory-use-if-biofuels-for-diesel-engines_c39d,Paraguay,2019.0,Mitigation,1,1,0,,,
regulation-of-the-minister-of-finance-no-9-of-2024-concerning-luxury-sales-tax-exemption-on-import-and-delivery-of-electric-cars_4a61,Indonesia,2024.0,Mitigation,1,1,0,,,
decree-6096-2021_4a53,Paraguay,2019.0,Mitigation,1,1,0,,,
law-3001-06-strengthening-the-adaptation-capacity-of-ecosystems-and-the-protection-of-their-biodiversity_4dda,Paraguay,2006.0,Adaptation;Mitigation,1,1,0,,,
law-no-9786-to-combat-plastic-pollution-and-protect-the-environment_5065,Costa Rica,2019.0,Mitigation,1,1,1,,,
decree-number-2-2015-decreto-numero-2-2015_0176,Guatemala,2015.0,Mitigation;Disaster Risk Management,1,0,0,,,
law-for-the-promotion-of-the-establishment-recovery-restoration-management-production-and-protection-of-forests-in-guatemala-probosque-decree-number-2-2015-ley-de-fomento-al-establecimiento-recuperacion-restauracion-manejo-produccion-y-proteccion-de-bosques-en-guatemala-probosque-decreto-numero-2-2015_7440,Guatemala,2015.0,Mitigation;Disaster Risk Management,1,0,0,,,
law-no-31433-law-amending-law-27972-organic-law-of-municipalities-and-law-27867-organic-law-of-regional-governments-regarding-the-powers-and-responsibilities-of-municipal-councils-and-regional-councils-to-strengthen-the-exercise-of-their-oversight-function-ley-no-31433-ley-que-modifica-la-ley-27972-ley-organica-de-municipalidades-y-la-ley-27867-ley-organica-de-gobiernos-regionales-respecto-a-las-atribuciones-y-responsabilidades-de-concejos-municipales-y-consejos-regionales-para-fortalecer-el-ejercicio-de-su-funcion-de-fiscalizacion_6321,Peru,2002.0,Adaptation;Mitigation,1,0,0,,,
forestry-and-wildlife-law-law-no-29763-ley-forestal-y-de-fauna-silvestre-ley-no-29763_d97b,Peru,2011.0,Mitigation,1,0,0,,,
law-to-ensure-the-efficient-development-of-electricity-generation-law-no-28832-ley-para-asegurar-el-desarrollo-eficiente-de-la-generacion-electrica-ley-no-28832_3a8d,Peru,2006.0,Mitigation,1,1,0,,,
law-155-2022-on-the-protection-of-cultural-and-natural-heritage_fc40,Cuba,2022.0,Adaptation,1,1,0,,,
decree-no-103-2002-regulations-for-the-operation-of-the-sectoral-working-committees-of-the-national-system-for-disaster-prevention-mitigation-and-response_75a3,Nicaragua,2003.0,Disaster Risk Management,1,1,1,,,
decree-issuing-the-law-on-the-state-owned-enterprise-the-federal-electricity-commission-the-law-on-the-state-owned-enterprise-petroleos-mexicanos-the-electricity-sector-law-the-hydrocarbons-sector-law-the-energy-planning-and-transition-law-the-biofuels-law-the-geothermal-energy-law-and-the-law-on-the-national-energy-commission-amending-various-provisions-of-the-law-on-the-mexican-petroleum-fund-for-stabilization-and-development-and-amending-adding-to-and-repealing-various-provisions-of-the-organic-law-of-the-federal-public-administration_816c,Mexico,2025.0,Mitigation,1,1,0,,,
fifteenth-development-plan-2019-20-2023-24_8215,Nepal,2020.0,Mitigation;Adaptation;Disaster Risk Management,1,1,1,,,
fifteenth-development-plan-2019-20-2023-24_b188,Nepal,2020.0,Mitigation;Adaptation;Disaster Risk Management,1,0,0,,,
law-no-29664-creating-the-national-disaster-risk-management-system-sinagerd_54ad,Peru,2011.0,Disaster Risk Management,1,0,0,,,
law-on-the-national-policy-for-risk-and-disaster-management-law-no-2015-031_488e,Madagascar,2015.0,Disaster Risk Management,1,1,0,,,
local-governance-act-2017_2215,Nepal,2015.0,Mitigation;Adaptation;Disaster Risk Management,1,1,1,,,
disaster-management-act-no-2-of-2023_0aed,Grenada,2023.0,Disaster Risk Management,1,1,1,,,
environmental-framework-act_3001,Suriname,2020.0,Adaptation;Mitigation,1,1,0,,,
protected-areas-act-2011_745d,Guyana,2011.0,Mitigation;Adaptation,1,1,0,,,
environmental-management-act-chapter-35-05-act-3-of-2000_8182,Trinidad and Tobago,2000.0,Mitigation,1,1,0,,,
law-25080-investment-law-for-cultivated-forests-consolidated-text_2280,Argentina,1999.0,Mitigation,1,1,0,,,
regional-disaster-vulnerability-reduction-project-loan-authorisation-act-no-22-of-2011_3fc1,Grenada,2011.0,Adaptation;Disaster Risk Management,1,1,0,,,
by-law-no-13-of-2015_0879,Jordan,2015.0,Mitigation,1,1,0,,,
general-law-on-ecological-balance-and-environmental-protection-lgeepa-ley-general-de-equilibrio-ecologico-y-proteccion-al-ambiente-lgeepa_6f3b,Mexico,2024.0,Mitigation;Adaptation,1,1,1,,,
sustainable-rural-development-law-ley-de-desarrollo-rural-sustentable_57b7,Mexico,2024.0,Mitigation;Adaptation,1,1,1,,,
federal-budget-and-fiscal-responsibility-law-ley-federal-de-presupuesto-y-responsabilidad-hacendaria_ef65,Mexico,2021.0,Mitigation;Adaptation,1,1,1,,,
decree-issuing-the-general-law-on-humanities-science-technology-and-innovation-and-amending-and-adding-various-provisions-of-the-federal-law-on-parastatal-entities-and-the-planning-law-decreto-por-el-que-se-expide-la-ley-general-en-materia-de-humanidades-ciencias-tecnologias-e-innovacion-y-se-reforman-y-adicionan-diversas-disposiciones-de-la-ley-federal-de-las-entidades-paraestatales-y-de-la-ley-de-planeacion_3dc7,Mexico,2023.0,Mitigation;Adaptation,1,1,1,,,
regulations-on-environmental-safety-for-ships-and-mobile-installations_c860,Norway,2012.0,Mitigation,1,1,0,,,
legislative-decree-9-june-2020-n-47-consolidated-version_a02b,Italy,2020.0,Mitigation,1,1,0,,,
law-no-150-on-the-system-of-natural-resources-and-the-environment-14-may-2022_14b5,Cuba,2022.0,Adaptation;Mitigation,1,1,1,,,
catastrophe-fund-act-chapter-39d_44d6,Barbados,2007.0,Disaster Risk Management,1,1,0,,,
caribbean-community-climate-change-centre-act-2015_9b64,Belize,2015.0,Disaster Risk Management;Adaptation,1,1,0,,,
environmental-protection-clean-development-mechanism-regulations_a177,Belize,2011.0,Mitigation,1,1,1,,,
environmental-classification-licensing-regulation-no-69-of-2020_fe71,Jordan,2020.0,Mitigation;Adaptation,1,1,1,,,
marine-transport-emissions-control-act-2024-25_2325,Barbados,2024.0,Mitigation,1,1,0,,,
renewable-energy-energy-efficiency-law-no-13-of-2012_dc48,Jordan,2012.0,Mitigation,1,1,0,,,
cap-direct-payments-act-gapdzg_5e4d,Germany,2021.0,Mitigation,1,0,0,,,
blue-green-bank-act-2024-pdf-version_03ef,Barbados,2024.0,Mitigation;Adaptation,1,1,0,,,
law-on-the-implementation-of-conditionality-under-the-common-agricultural-policy-cap-conditionality-law-gapkondg_1c08,Germany,2021.0,Mitigation,1,1,0,,,
disaster-risk-management-act-2022_c33f,Bahamas,2022.0,Disaster Risk Management,1,1,0,,,
blue-green-bank-act-2024-gazette-webpage_5de4,Barbados,2024.0,Mitigation;Adaptation,1,1,0,,,
consolidated-text-directive-2003-87-ec-establishing-a-scheme-for-greenhouse-gas-emission-allowance-trading-eu-emission-trading-scheme-eu-ets_d75e,European Union,2003.0,Mitigation,1,1,0,,,
energy-conservation-and-production-act-ecpa-full-text_31c4,United States,2011.0,Mitigation,1,1,0,,,
regulation-eu-2024-795_1799,European Union,2003.0,Mitigation,1,1,0,,,
directive-eu-2023-959-of-the-european-parliament-and-of-the-council-of-10-may-2023-amending-directive-2003-87-ec-establishing-a-system-for-greenhouse-gas-emission-allowance-trading-within-the-union-and-decision-eu-2015-1814-concerning-the-establishment-and-operation-of-a-market-stability-reserve_dfa1,European Union,2003.0,Mitigation,1,1,0,,,
directive-eu-2023-958-amending-directive-2003-87-ec-as-regards-aviations-contribution-to-the-unions-economy-wide-emission-reduction-target-and-the-appropriate-implementation-of-a-global-market-based-measure_3a2d,European Union,2003.0,Mitigation,1,1,0,,,
directive-2003-87-ec-establishing-a-scheme-for-greenhouse-gas-emission-allowance-trading-eu-emission-trading-scheme-eu-ets_2f80,European Union,2003.0,Mitigation,1,1,0,,,
2011-amendment-of-energy-conservation-and-production-act-ecpa_96ec,United States,2011.0,Mitigation,1,1,0,,,
zero-emission-requirements-for-passenger-ships-in-world-heritage-fjords_f1e8,Norway,2012.0,Mitigation,1,0,1,,,
code-of-environment-and-natural-resources_2c53,Cambodia,2023.0,Mitigation;Adaptation,1,0,0,,,
code-of-environment-and-natural-resources_2ea6,Cambodia,2023.0,Mitigation;Adaptation,1,1,0,,,
law-on-the-quality-control-of-gasoline-and-other-fuels-consolidated-text_cba0,Japan,1976.0,Mitigation,1,0,0,,,
law-27-640-2001-on-regulatory-framework-for-biofuels_445f,Argentina,2021.0,Mitigation,1,1,0,,,
spatial-planning-law-no-26_aa71,Indonesia,2007.0,Mitigation,1,1,0,,,
