Doc ID,Family ID,Country,ISO3,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Matched health keywords,Health keyword categories,Notes
regulation-eu-2023-1805-on-the-use-of-renewable-and-low-carbon-fuels-in-maritime-transport-and-amending-directive-2009-16-ec-fueleu-maritime-regulation_f2c3,regulation-eu-2023-1805-on-the-use-of-renewable-and-low-carbon-fuels-in-maritime-transport-and-amending-directive-2009-16-ec-fueleu-maritime-regulation_5bc0,European Union,EUR,2023.0,Mitigation,1,1,0,ch4;decarbonisation;distress;emergency;emitting;greenhouse;methane;mitigate;nh3;nitrous;sox;sulphur,environmental_health;general_health;mental_health;unmapped, | SSL bypass used
regulation-eu-2024-1781-ecodesign-for-sustainable-products-regulation_5583,regulation-eu-2024-1781-establishing-a-framework-for-the-setting-of-ecodesign-requirements-for-sustainable-products-ecodesign-for-sustainable-products-regulation_02c5,European Union,EUR,2024.0,Mitigation;Adaptation,1,1,0,greenhouse,environmental_health,
regulation-eu-2024-1781-ecodesign-for-sustainable-products-regulation_5205,directive-2009-125-ec-establishing-a-framework-for-the-setting-of-ecodesign-requirements-for-energy-related-products-repealed-by-regulation-eu-2024-1781-ecodesign-directive_dcff,European Union,EUR,2009.0,Mitigation,1,1,0,greenhouse,environmental_health,
directive-2009-125-ec-establishing-a-framework-for-the-setting-of-ecodesign-requirements-for-energy-related-products-ecodesign-directive_0961,directive-2009-125-ec-establishing-a-framework-for-the-setting-of-ecodesign-requirements-for-energy-related-products-repealed-by-regulation-eu-2024-1781-ecodesign-directive_dcff,European Union,EUR,2009.0,Mitigation,1,1,0,greenhouse;health;mental;mitigation;ozone,environmental_health;general_health;mental_health;unmapped, | SSL bypass used
regulation-eu-2023857-of-the-european-parliament-and-of-the-council-of-19-april-2023-amending-regulation-eu-2018842-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-contributing-to-climate-action-to-meet-commitments-under-the-paris-agreement-and-regulation-eu-20181999-3829,regulation-eu-2018-842-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-effort-sharing-regulation-or-esr_db2e,European Union,EUR,2018.0,Mitigation,1,1,0,covid;greenhouse;health;methane;mitigation;nitrous;pandemic;temperature,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
regulation-eu-2018-842-of-the-european-parliament-and-of-the-council-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-contributing-to-climate-action-to-meet-commitments-under-the-paris-agreement-effort-sharing-regulation-or-esr-consolidated-text_5633,regulation-eu-2018-842-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-effort-sharing-regulation-or-esr_db2e,European Union,EUR,2018.0,Mitigation,1,1,0,co;greenhouse;hfcs;methane;mitigation;nitrous;sulphur,environmental_health;unmapped, | SSL bypass used
regulation-eu-2018-842-of-the-european-parliament-and-of-the-council-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-contributing-to-climate-action-to-meet-commitments-under-the-paris-agreement-effort-sharing-regulation-or-esr_f91e,regulation-eu-2018-842-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-effort-sharing-regulation-or-esr_db2e,European Union,EUR,2018.0,Mitigation,1,1,0,co;greenhouse;health;hfcs;methane;mitigation;nitrous;sulphur;temperature,environmental_health;general_health;unmapped, | SSL bypass used
regulation-eu-2023-1115-on-deforestation-free-products-eudr-consolidated-text_a7be,regulation-eu-2023-1115-on-deforestation-free-products-eudr_1e29,European Union,EUR,2023.0,Mitigation,1,1,0,greenhouse;mitigate;mitigation,environmental_health;unmapped, | SSL bypass used
regulation-eu-2023-1115-on-deforestation-free-products-eudr_8963,regulation-eu-2023-1115-on-deforestation-free-products-eudr_1e29,European Union,EUR,2023.0,Mitigation,1,1,0,covid;diseases;epidemics;greenhouse;health;hunger;medical;mental;mitigate;mitigation;nutrition;pandemic;pandemics,communicable_disease;environmental_health;general_health;mental_health;nutrition;unmapped, | SSL bypass used
directive-eu-2024-825-on-empowering-consumers-for-the-green-transition_7aeb,directive-eu-2024-825-on-empowering-consumers-for-the-green-transition_1989,European Union,EUR,2024.0,Mitigation,1,1,0,greenhouse,environmental_health, | SSL bypass used
directive-eu-2024-3019-concerning-urban-wastewater-treatment_31bb,directive-eu-2024-3019-concerning-urban-wastewater-treatment_cdf5,European Union,EUR,2024.0,Mitigation,1,1,0,alcohol;bacteria;ch4;covid;disease;diseases;emergency;emitting;epidemics;greenhouse;health;influenza;medical;methane;mitigation;nitrous;pandemic;pandemics;pathogens;precipitation;rainfall;sars;storm;temperature;virus,communicable_disease;environmental_health;general_health;substance_use;unmapped, | SSL bypass used
decision-eu-2022-591-on-a-general-union-environment-action-programme-to-2030_5a4a,decision-eu-2022-591-on-a-general-union-environment-action-programme-to-2030_3384,European Union,EUR,2022.0,Adaptation;Mitigation,1,1,0,co;covid;disease;emergency;flood;greenhouse;health;mitigate;mitigation;pandemic;pandemics;temperature;wellbeing,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
regulation-eu-2019-1242-setting-co2-emission-performance-standards-for-new-heavy-duty-vehicles_4274,regulation-eu-2019-1242-setting-co2-emission-performance-standards-for-new-heavy-duty-vehicles-amended-by-regulation-eu-2024-1610-and-commission-delegated-regulation-eu-2025-1045_2da5,European Union,EUR,2019.0,Mitigation,1,1,0,co;decarbonisation;emitting;greenhouse;health;temperature,environmental_health;general_health;unmapped, | SSL bypass used
commission-delegated-regulation-eu-2025-1045-amending-regulation-eu-2019-1242-as-regards-the-addition-of-vehicle-sub-groups-for-extra-heavy-combination-lorries_fe5c,regulation-eu-2019-1242-setting-co2-emission-performance-standards-for-new-heavy-duty-vehicles-amended-by-regulation-eu-2024-1610-and-commission-delegated-regulation-eu-2025-1045_2da5,European Union,EUR,2019.0,Mitigation,0,1,0,,, | SSL bypass used
council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027_b481,council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027-last-amended-by-council-regulation-eu-euratom-2024-765-mff-2021-2027_463f,European Union,EUR,2020.0,Mitigation;Adaptation,1,1,0,covid;emergency;health,communicable_disease;general_health, | SSL bypass used
council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027-consolidated-text_a1e1,council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027-last-amended-by-council-regulation-eu-euratom-2024-765-mff-2021-2027_463f,European Union,EUR,2020.0,Mitigation;Adaptation,1,1,0,emergency;health,general_health, | SSL bypass used
council-regulation-eu-euratom-2022-2496-amending-regulation-eu-euratom-2020-2093_7956,council-regulation-eu-euratom-2020-2093-laying-down-the-multiannual-financial-framework-for-the-years-2021-to-2027-last-amended-by-council-regulation-eu-euratom-2024-765-mff-2021-2027_463f,European Union,EUR,2020.0,Mitigation;Adaptation,0,1,0,,, | SSL bypass used
directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_a189,directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_377c,European Union,EUR,2009.0,Mitigation,1,1,0,co;greenhouse;health;mitigation;temperature,environmental_health;general_health;unmapped, | SSL bypass used
directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive-consolidated-text_152f,directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_377c,European Union,EUR,2009.0,Mitigation,1,1,0,co;greenhouse;health;temperature,environmental_health;general_health;unmapped, | SSL bypass used
regulation-eu-2018-1999-governance-regulation_71e1,directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_377c,European Union,EUR,2009.0,Mitigation,1,1,0,ch4;co;decarbonisation;emergency;emitting;greenhouse;health;hfc;hfcs;mental;methane;mitigate;mitigation;nitrous;so2;sulphur;temperature,environmental_health;general_health;mental_health;unmapped, | SSL bypass used
directive-2011-92-eu_fbca,directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_377c,European Union,EUR,2009.0,Mitigation,1,1,0,co;flood;health;mental,environmental_health;general_health;mental_health;unmapped, | SSL bypass used
decision-eu-2018-853_21bc,directive-2009-31-ec-on-the-geological-storage-of-carbon-dioxide-geological-storage-of-carbon-dioxide-or-ccs-directive_377c,European Union,EUR,2009.0,Mitigation,1,1,0,greenhouse;voc,environmental_health;unmapped, | SSL bypass used
regulation-eu-2023956-of-the-european-parliament-and-of-the-council-of-10-may-2023-establishing-a-carbon-border-adjustment-mechanism-d41d,regulation-eu-2023-956-establishing-a-carbon-border-adjustment-mechanism-amended-by-regulation-eu-2025-2083-cbam_bfb5,European Union,EUR,2023.0,Mitigation,1,1,0,covid;decarbonisation;greenhouse;health;mitigation;nitrous;pandemic;temperature,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
regulation-2021-2117-laying-down-measures-for-agricultural-markets-and-products_70be,regulation-eu-2021-2117-laying-down-measures-for-agricultural-markets-and-products_3dfb,European Union,EUR,2021.0,Adaptation;Mitigation,1,1,0,aids;alcohol;allergies;covid;disease;diseases;health;mitigation;nutrition;pandemic,communicable_disease;general_health;non_communicable_disease;nutrition;substance_use;unmapped, | SSL bypass used
regulation-2021-2116-on-the-financing-management-and-monitoring-of-the-common-agricultural-policy_fff1,regulation-eu-2021-2116-repealing-regulation-eu-1306-2013-on-the-financing-management-and-monitoring-of-the-cap_9aa4,European Union,EUR,2021.0,Adaptation;Mitigation,1,1,0,aids;death;disease;diseases;emergency;greenhouse;health;mitigation,communicable_disease;environmental_health;general_health;mortality_morbidity;unmapped, | SSL bypass used
regulation-2021-2116-on-the-financing-management-and-monitoring-of-the-common-agricultural-policy-consolidated-text_7701,regulation-eu-2021-2116-repealing-regulation-eu-1306-2013-on-the-financing-management-and-monitoring-of-the-cap_9aa4,European Union,EUR,2021.0,Adaptation;Mitigation,1,1,0,aids;death;disease;diseases;emergency;greenhouse;health,communicable_disease;environmental_health;general_health;mortality_morbidity, | SSL bypass used
commission-delegated-regulation-eu-2022-1408-as-regards-the-payment-of-advances-for-certain-interventions-and-support-measures_dfbc,regulation-eu-2021-2116-repealing-regulation-eu-1306-2013-on-the-financing-management-and-monitoring-of-the-cap_9aa4,European Union,EUR,2021.0,Adaptation;Mitigation,0,0,0,,, | SSL bypass used
regulation-eu-2024-1468-amending-regulations-eu-2021-2115-and-eu-2021-2116-as-regards-good-agricultural-and-environmental-condition-standards-schemes-for-climate-environment_3e7b,regulation-eu-2021-2116-repealing-regulation-eu-1306-2013-on-the-financing-management-and-monitoring-of-the-cap_9aa4,European Union,EUR,2021.0,Adaptation;Mitigation,0,1,0,,, | SSL bypass used
regulation-eu-2024-1468-as-regards-good-agricultural-and-environmental-condition-standards-schemes-for-climate-environment-and-animal-welfare_ded2,regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_f1b7,European Union,EUR,2021.0,Mitigation,0,1,0,,, | SSL bypass used
regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_aa4b,regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_f1b7,European Union,EUR,2021.0,Mitigation,1,1,0,greenhouse,environmental_health,
regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd-consolidated-text_502c,regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_f1b7,European Union,EUR,2021.0,Mitigation,1,1,0,greenhouse,environmental_health,
commission-delegated-regulation-eu-2024-946-as-regards-member-states-allocations-for-direct-payments_ea6a,regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_f1b7,European Union,EUR,2021.0,Mitigation,0,0,0,,, | SSL bypass used
commission-delegated-regulation-eu-2022-648-on-the-amount-of-union-support-for-types-of-intervention-for-rural-development-for-financial-year-2023_8222,regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_f1b7,European Union,EUR,2021.0,Mitigation,0,0,0,,, | SSL bypass used
commission-delegated-regulation-eu-2023-813-on-member-states-allocations-for-direct-payments-and-the-annual-breakdown-by-member-state-of-the-union-support-for-rural-development_a5c4,regulation-eu-2021-2115-establishing-rules-on-support-for-strategic-plans-to-be-drawn-up-by-member-states-under-the-common-agricultural-policy-cap-strategic-plans-and-financed-by-the-european-agricultural-guarantee-fund-eagf-and-by-the-european-agricultural-fund-for-rural-development-eafrd_f1b7,European Union,EUR,2021.0,Mitigation,0,0,0,,, | SSL bypass used
decision-no-043-cc-of-08-29-2022_b8c0,ordinance-no-019-2021-of-13-09-2021-relating-to-climate-change_883e,Gabon,GAB,2021.0,Adaptation;Mitigation,1,1,0,emitting;greenhouse;mitigation,environmental_health;unmapped, | SSL bypass used
ordinance-no-019-2021-of-13-09-2021-relating-to-climate-change_6538,ordinance-no-019-2021-of-13-09-2021-relating-to-climate-change_883e,Gabon,GAB,2021.0,Adaptation;Mitigation,1,1,0,accident;ch4;diagnosis;emergency;greenhouse;hfc;methane;mitigation;nitrous,environmental_health;general_health;injury_trauma;unmapped, | SSL bypass used
safeguard-mechanism-crediting-amendment-act-2023_ff49,safeguard-mechanism-crediting-amendment-act-2023_7419,Australia,AUS,2023.0,,0,0,0,,,
law-no-002-2014-on-sustainable-development_1238,law-no-002-2014-on-sustainable-development_c27b,Gabon,GAB,2014.0,Adaptation,1,1,0,greenhouse,environmental_health,
law-no-003-2011-on-the-forest-code-in-burkina-faso_d690,law-no-003-2011-on-the-forest-code-in-burkina-faso_5934,Burkina Faso,BFA,2011.0,Mitigation,1,1,0,co;disease;emergency;greenhouse;health;mitigation;nutrition;pregnant,communicable_disease;environmental_health;general_health;maternal_child_health;nutrition;unmapped, | SSL bypass used
